Comment,Designator,Footprint,LCSC
Conn_01x03,"IN1,OUT1",JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical,C131339
WS2812-2020,"U1,U10,U11,U12,U2,U3,U4,U5,U6,U7,U8,U9",LED_WS2812-2020,C965555
